Casting_Temperature_C,Rolling_Speed_m_min,Cooling_Rate_C_s,UTS_MPa,Elongation_%,Conductivity_%_IACS
697.7181357637102,163.6438376307571,39.712248737429555,500.71141437646213,78.08127188376879,54.28226022953174
714.0570050927408,142.24263942226705,34.40072620155773,511.51498619341316,79.15909607847863,54.24454796413288
716.6294716275793,131.06209428118163,38.22422411484757,515.5059500062303,79.5582970765597,54.19977251785243
692.5911768411213,146.58455597600692,29.93655146571653,505.42482941220436,76.58125538281945,54.63531383165977
706.830213909696,129.94494092330729,31.104306737113834,515.4914793561057,78.64996426720658,54.10915589427996
696.7207338469487,178.92267736718304,38.594128593840296,488.6107805017061,76.21568835223705,54.76882009213576
693.1687485236384,125.77478946844298,36.35300052936728,499.1128187557816,77.61572152158817,54.54649141889583
739.4980116194972,155.3527034071572,39.72115480551859,532.5522039508022,81.77052121731525,54.267241674583126
706.1176922487361,157.58783131524336,36.621463145983626,499.6701006032073,77.86490085552579,54.53654015968702
730.4937222927317,152.28477257244325,31.727735608273477,522.1999118911335,83.24824525768834,53.78511390973252
702.7320327381882,159.73115314271,32.96602029733545,511.00013508797196,78.37949077590521,54.34894249501252
724.0751361111965,126.97084650071346,38.50773238694705,524.68430194955,80.76867993585192,54.558075310332214
728.0113929944844,153.30111145231746,33.27470104147072,515.0131796792109,80.49877108252944,54.33792357744852
719.7819370303922,137.2327542676417,28.83096061246668,511.5908970264251,80.1222976516786,53.862494417633876
713.578809427508,176.4105637980634,31.534297191549243,496.66618289273487,80.10557955402187,53.52009509933652
710.5920457073635,165.72429920638353,32.74473983273677,507.4622073351486,79.08971652929263,53.08139301126932
707.4434133271498,178.35086892958458,26.450797503266944,507.4713275994494,79.4251048144399,53.51688053980161
736.4764572123913,122.25336418441137,36.15644011379335,529.5849238673496,82.64664833090292,54.245741968340134
731.5309703893864,137.1079905108425,26.640309000324596,521.8544857306936,81.30305540940356,53.82804110759516
738.2513455333257,131.72535519830095,31.073765700532086,533.0954716612284,80.93928508506808,54.24649090487084
696.2148611742772,120.66927523870983,37.06933662310607,508.476911746002,76.24175499659401,54.56682666588188
726.5433737601822,134.53954381477928,32.01355542419945,524.2822382737995,82.49209864119513,54.54474630495152
736.9170228410519,160.72655901122573,37.630232795777616,520.4495509675859,82.74133734489187,54.42823370892424
699.061653308283,133.8653353280741,30.128219830841726,507.323885762829,79.05555400647395,54.58915029852486
693.3248133683388,150.5402067289571,39.36454440997653,501.4226538717996,76.92820131046304,54.62803859360898
727.056032464503,173.2690868978999,28.142026477078534,520.3630507361314,79.96542191160856,53.96780615844183
718.7236556589955,161.6254752209445,25.57396217483952,513.8968499837192,80.31136584366143,53.922837932844246
732.0914388379136,143.6777441943619,38.086398144856275,528.4049001819282,81.21146960526252,54.78950232542948
696.9886188313145,142.3481363347265,36.28304073925612,501.19639671063896,76.75315817942136,54.64882237634123
729.7633655929945,147.3441488405091,28.479757556010593,526.1581188823824,80.08269236845031,53.3551707414279
700.0813660023872,130.62248646359438,39.77112410705011,514.0490394394602,76.28926778848229,54.40280361478493
698.1827971432853,158.0400460449593,32.534201939027916,494.1814042753581,78.84896280492097,53.16858335257578
698.2132898965497,141.84916914627632,39.265981602162455,509.25084787124746,76.65267159434383,53.455348447363534
730.7287360115691,171.1419209557226,32.57543157080499,511.4554210350945,81.7535123433326,53.68565182414875
723.25986103481,165.39315960346897,32.07811880156937,504.28296425473627,80.32428030999529,53.92363432036073
716.153271238456,156.6307898455296,31.737078057166975,511.73627732720723,80.61811112976339,53.856344886509454
707.9415242061751,141.85213335897097,30.023129141994254,514.1103350507093,79.62882047548683,53.293896308969096
733.8600270406554,132.59590990040905,33.005522457648276,527.9092808934278,81.50378916329184,54.721699288970385
709.6222553711318,166.56911184633736,31.788319929228518,504.29470120743593,79.50326296586097,53.616603922207815
730.8299719735788,149.18454593946518,25.551203149353313,519.0066955126581,81.69510093151351,54.26386670197799
711.9567454285109,133.48500229064146,28.906528501352536,528.2658120737708,79.13500096715039,53.90356168019095
708.8472214712453,131.7104769024004,28.196842001583377,508.9976207222593,80.45496283250323,53.998015893753085
713.1339892834803,129.92405427008154,38.011534034815995,521.9543882725018,78.98974847336524,54.677832207621584
705.0688937082072,166.6296717723357,33.98304965840262,502.62266017684783,78.72088674164911,53.83879069327577
727.3804690088125,133.7392311180187,36.45524650674591,519.2961326376656,79.50015947588646,54.47696640913568
715.136019504624,151.59853581151185,39.35239056623921,511.8464537557156,79.82002702599526,54.409723641892896
701.6106347573409,147.0927816583834,34.66058908789615,499.71281969321234,77.81745242419383,53.50871901139985
734.9787286637285,154.77665395369704,39.73914987107116,518.0789161117208,81.03406671366137,54.485910823147826
709.1945610686606,172.62929402227167,29.676460774781944,502.57382069847085,78.59607220724251,53.39842913242773
717.1776430556994,172.06484340490385,27.79400773469341,499.21378321338284,80.20406747094692,53.2797001816553
735.3236055482273,147.06456430949157,31.04964831989367,526.0743461737064,79.97340552379104,53.78704624625161
721.2118997956997,120.9219750440834,32.06199122403712,519.5105521800671,81.20044743128136,54.83926407083466
695.8449020354182,145.5866283428582,38.430423142788776,496.9878577247839,77.62430427172315,53.51255733219546
736.9916061806738,156.37161224544843,33.39910658555014,516.1822307375606,81.56191968758766,54.42976492997707
721.3854026535708,153.4658855458837,29.382714991270255,525.5327064721978,79.12117385000266,54.222771926651944
706.7452807328543,159.08016634801234,36.13951424301281,495.7582697526792,79.30061904761476,54.16915549295135
696.9636036331693,129.244543948385,32.587479057086064,511.8890540759182,77.43265885016756,54.482642390680375
729.7012594635148,158.79210592684396,27.431979179127552,513.4548165986077,82.90461385764341,53.81566680509356
721.0036377964257,130.95909712462634,33.65229681386879,519.4634489032371,80.9040679012789,54.70459863952087
716.6730545988161,165.03143884180494,38.67091805210926,511.8467502902683,81.26841524596327,53.9098236240074
734.6946291525479,140.3452567957608,37.6393392621373,528.0178311117403,81.7244659929365,53.53690444670262
729.4298605612265,162.59372600288722,33.80214958952997,512.5333303839382,82.3307013378083,54.01149482808885
697.5837439866376,122.87193593436642,30.65624760827482,505.1411711798425,78.68833306354823,54.78508390958945
705.5861033897775,144.4716015354548,26.30468126596317,512.5622761027555,78.79239486347578,54.327396943196
702.4244569907233,162.30207133579995,32.04473384997436,505.28349305966833,78.82741902505775,54.92507492352861
727.1973146286339,133.61223097988966,36.28119156294369,522.0901404764091,80.07168561825728,54.26290761634318
691.676621736789,167.71722268783336,30.404105795995157,497.7328659810864,79.71623631685351,53.85053396894397
718.4944842435658,157.84678398629592,28.531702383274965,509.6640595210164,80.32199819548742,53.87551155959085
728.1229342870345,155.2537063289879,38.9706957890643,513.3501674196469,80.88996893076889,53.83872138920866
733.8382818380875,141.21293125226023,37.32333550686989,524.575072448971,81.90764727009876,54.09776425771198
707.1040874357953,148.94708822286705,34.57413429130217,511.4630809564952,77.8947567046977,53.68256921289997
731.0628652336006,155.8409580586712,27.051750158807792,520.3253965469612,83.07507012108626,52.83568613584126
695.5315868477603,148.34772683489342,27.173632606092596,505.80728877379545,77.16914750370336,53.769883984319144
732.3226145867259,161.8987994364336,26.548293871836684,513.7887730959872,80.65337620271937,53.92372211261899
696.3744331165991,146.02181598641758,34.24445000339115,512.2900773861655,77.75869679878733,54.54003126291158
709.8643645280183,132.13639090452182,26.73344194710004,513.5793607159595,78.37046685765725,53.92547710068334
729.8647682889776,132.83602696806284,37.639407982939495,524.4869977966871,82.66644696594216,54.142399944298326
697.4958713674387,120.34822613057646,39.89447502728983,506.0501882984571,77.52416011569632,55.10971707390078
701.462569761632,138.05746293352036,30.49522277062998,508.34477021927347,75.40032833979127,53.56374311475186
726.1126284196533,164.93505842871116,31.805047704506464,516.236985365471,81.22095897486506,53.90511376232864
726.0018268273037,167.64976253025657,35.67500765478518,516.5185377180383,81.36993828684516,54.51562986830204
722.0573816442649,132.14805252574502,39.057295094886484,529.1939787503427,79.83144116129195,54.10545895039668
724.697422223355,177.54263981228445,38.411406603345775,511.68709364711947,79.19327886640701,53.22603392455547
717.1362221673799,150.1441676088076,25.86387743124773,514.9094267800461,80.31712132850912,54.86926066315723
702.5899529453476,175.01872494111015,27.536077038351475,496.55788343276924,78.40048597539034,54.20018195076794
707.2847996751959,162.40591691169786,36.31895797836688,501.61192272292357,77.93696014874222,54.517504342595096
699.0798858400713,163.34600538134478,35.33339662048671,505.38738387897297,77.07749368288805,54.02855312839063
735.4225280666814,125.10261727836426,26.998278910601847,534.9358306085261,82.34857461007545,54.609252952074414
719.1695897383061,133.19946761381584,32.53096873002352,514.2398910807644,81.19343233771907,53.073430250905226
710.042570838182,120.52888999766836,36.712219466279436,522.4780978555578,79.63018994850133,54.31030849095852
713.1002901822067,162.96765842860424,28.281710233940405,510.9117660195013,78.16794564793527,54.40974250055177
737.3641669805908,140.6662973057106,38.069314536019995,520.9131498735112,82.44842897581405,53.65677102577956
697.667570155804,167.1991509645808,25.79457662230552,501.37632381247363,79.24950219649219,53.67717343478745
719.3114916008399,140.33617319622158,36.73292627602111,512.3071615441445,81.4881995971307,54.49112775894204
715.2944339442233,169.16002513793165,34.23728349684805,494.75274459236476,78.86769146348803,53.60100702776264
720.5727117717324,127.84189522489878,29.72799019981524,521.1332752499363,80.51426902781786,54.319828447592144
690.905509191042,130.4023894054505,35.81398822512867,507.6211113001608,77.8673757581516,54.60509833117707
733.6061954472076,140.4525923750362,36.735486927267395,524.0919659866773,80.99629150021778,54.481170061600864
736.6059141241806,144.5092433329364,39.00848456955954,539.2857181481493,82.26207703428672,54.13470571415544
718.2566591794605,140.9221686505787,30.516620082313956,518.7459351407315,80.27580858761245,53.786584295449934
724.8325411938446,165.8188219513932,35.29025103969933,513.4063331079977,79.87228675074394,54.24569223426676
